SYS_DataState,SYS_DataTime,SYS_DataFile,ID,RefMonPoint,t,wm,860168,100300,100001,100305,860177,100306,860178,100100,100101,100102,100103,100104,100105,100120,100121,100122,100123,100124,100125,100030,100031,100032,100033,100034,100035,100010,100011,100012,100013,100014,100015,101876,100008,101824,100005,100002,100004,100003,100395,101403,101404,101401,101402,860424,101465,101419,101420,100140,100141,100142,100143,100144,100145,860687,860688,860689,860690,860691,860692,860693,860694,860695,860696,860697,860698,100180,110181,110182,110183,110184,110185,860710,100504,100505,100506,100507,100508,100509,100510,100511,100512,100513,100514,100521,100522,100523,100524,100525,100526,100527,100528,100529,100530,100531,100538,100539,100540,100541,100542,100543,100544,100545,100546,100547,100548,100200,100201,100202,100203,101800,101801,101802,100301,100303,860173,100302,100304,860174,100471,100470,100006,100007
True,2020/12/9 08:42:32,,3857025553185898650,Equ1,2020/11/4 14:45:53,1.0,3900.0,5.0,88.0,750.0,1000.0,1000.0,324.0,2675.88,381.4,193.98,271.0,345.74,280.21,181.81,399.28,400.51,399.63,478.59,478.13,721.12,705.22,714.9,728.92,740.93,11.4,0.0,5.35,3.63,21.47,11.4,0.0,250.0,923.0,16.1,24815.63,16.1,1.22,2.01,8.02,38.85,814.57,0.0,1486.05,0.0,18.63,46.13,247.14,252.0,5.0,8.0,8.0,10.0,0.0,100.0,7.82,4.93,4.83,6.45,4.54,5.4,5.39,8.4,240.12,50.16,-1.52,8.0,0.51,0.0,100.0,0.0,2.18,179.0,6.5,5.05,5.62,4.99,22.51,22.53,5.17,5.46,3.82,5.63,0.0,6.88,5.47,5.16,6.44,23.39,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2516.6,5065.06,9429.3,5128.77,,,,500.0,750.0,700.0,400.0,0.0,750.0,0.0,0.0,324.0,318.0
